area,source_file,key,plural_category,plural_category_required_for_locales,english_source,context,placeholders_keep_exact,glossary_terms_to_review,current_de,current_es,current_fr,current_ja,current_ko,current_pl,current_pt-br,current_pt-pt,current_ru,current_zh-cn,current_zh-tw
host,l10n/bundle.l10n.json,Deleted {remote}/{remoteBranch},,,Deleted {remote}/{remoteBranch},"Extension-host runtime prompt, progress, confirmation action, or notification.",{remote} {remoteBranch},Git; commit; branch; rebase; merge; push; remote; HEAD,Gelöscht {remote}/{remoteBranch},Eliminado {remote}/{remoteBranch},Supprimé {remote}/{remoteBranch},{remote}/{remoteBranch} を削除しました。,{remote}/{remoteBranch}가 삭제되었습니다.,Usunięto {remote}/{remoteBranch},Excluído {remote}/{remoteBranch},Excluído {remote}/{remoteBranch},Удалено {remote}/{remoteBranch},已删除 {remote}/{remoteBranch},已刪除 {remote}/{remoteBranch}
host,l10n/bundle.l10n.json,Branch '{branch}' has unmerged commits. Do you still want to delete it? This may permanently lose commits not reachable from the current branch.,,,Branch '{branch}' has unmerged commits. Do you still want to delete it? This may permanently lose commits not reachable from the current branch.,"Extension-host runtime prompt, progress, confirmation action, or notification.",{branch},Git; commit; branch; rebase; merge; push; remote; HEAD,"Der Branch '{branch}' enthält nicht zusammengeführte Commits. Möchten Sie ihn trotzdem löschen? Dadurch könnten Commits, die vom aktuellen Branch aus nicht erreichbar sind, dauerhaft verloren gehen.",La rama '{branch}' tiene confirmaciones sin fusionar. ¿Aún deseas eliminarla? Esto podría provocar la pérdida permanente de confirmaciones inaccesibles desde la rama actual.,La branche « {branch} » contient des commits non fusionnés. Voulez-vous tout de même la supprimer ? Cela pourrait entraîner la perte définitive de commits inaccessibles depuis la branche actuelle.,ブランチ「{branch}」にはマージされていないコミットがあります。それでも削除しますか？削除すると、現在のブランチからアクセスできないコミットが完全に失われる可能性があります。,'{branch}' 브랜치에 병합되지 않은 커밋이 있습니다. 그래도 삭제하시겠습니까? 이렇게 하면 현재 브랜치에서 접근할 수 없는 커밋이 영구적으로 손실될 수 있습니다.,Gałąź „{branch}” ma niescalone zatwierdzenia. Czy nadal chcesz ją usunąć? Może to spowodować trwałą utratę zatwierdzeń niedostępnych z bieżącej gałęzi.,A branch '{branch}' possui commits não mesclados. Deseja excluí-la mesmo assim? Isso pode resultar na perda permanente de commits que não são acessíveis a partir da branch atual.,A branch '{branch}' possui commits não mesclados. Deseja excluí-la mesmo assim? Isso pode resultar na perda permanente de commits que não são acessíveis a partir da branch atual.,"В ветке '{branch}' есть неслитые коммиты. Вы все еще хотите ее удалить? Это может привести к безвозвратной потере коммитов, недоступных из текущей ветки.",分支“{branch}”包含未合并的提交。您是否仍要删除它？这可能会永久丢失当前分支无法访问的提交。,分支“{branch}”包含未合併的提交。您是否仍要刪除它？這可能會永久丟失當前分支無法存取的提交。
host,l10n/bundle.l10n.json,Delete failed: {message},,,Delete failed: {message},"Extension-host runtime prompt, progress, confirmation action, or notification.",{message},Git; commit; branch; rebase; merge; push; remote; HEAD,Löschvorgang fehlgeschlagen: {message},Error al eliminar: {message},Échec de la suppression : {message},削除に失敗しました: {message},삭제 실패: {message},Nie udało się usunąć: {message},Falha ao excluir: {message},Falha ao excluir: {message},Удаление не удалось: {message},删除失败：{message},刪除失敗：{message}
host,l10n/bundle.l10n.json,Accept theirs failed: {message},,,Accept theirs failed: {message},"Extension-host runtime prompt, progress, confirmation action, or notification.",{message},Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,Eingehende Änderung übernehmen fehlgeschlagen: {message},Aceptar cambios entrantes falló: {message},Échec de l’acceptation des modifications entrantes : {message},受信側の変更の採用に失敗しました: {message},수신 변경 사항 적용 실패: {message},Nie udało się zaakceptować przychodzących zmian: {message},Falha ao aceitar alterações recebidas: {message},Falha ao aceitar alterações recebidas: {message},Не удалось принять входящие изменения: {message},接受传入更改失败：{message},接受傳入變更失敗：{message}
host,l10n/bundle.l10n.json,Accept yours failed: {message},,,Accept yours failed: {message},"Extension-host runtime prompt, progress, confirmation action, or notification.",{message},Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,Eigene Änderung übernehmen fehlgeschlagen: {message},Aceptar cambios actuales falló: {message},Échec de l’acceptation des modifications actuelles : {message},現在の変更の採用に失敗しました: {message},현재 변경 사항 적용 실패: {message},Nie udało się zaakceptować bieżących zmian: {message},Falha ao aceitar alterações atuais: {message},Falha ao aceitar alterações atuais: {message},Не удалось принять текущие изменения: {message},接受当前更改失败：{message},接受目前變更失敗：{message}
host,l10n/bundle.l10n.json,Accepted theirs for {path},,,Accepted theirs for {path},"Extension-host runtime prompt, progress, confirmation action, or notification.",{path},Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,Eingehende Änderung für {path} übernommen.,Cambios entrantes aceptados para {path},Modifications entrantes acceptées pour {path},{path} の受信側の変更を採用しました,{path}에 수신 변경 사항을 적용했습니다,Zaakceptowano przychodzące zmiany dla {path},Alterações recebidas aceitas para {path},Alterações recebidas aceites para {path},Входящие изменения для {path} приняты,已接受 {path} 的传入更改,已接受 {path} 的傳入變更
host,l10n/bundle.l10n.json,Accepted theirs: {path},,,Accepted theirs: {path},"Extension-host runtime prompt, progress, confirmation action, or notification.",{path},Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,Eingehende Änderung übernommen: {path},Cambios entrantes aceptados: {path},Modifications entrantes acceptées : {path},受信側の変更を採用しました: {path},수신 변경 사항 적용: {path},Zaakceptowano przychodzące zmiany: {path},Alterações recebidas aceitas: {path},Alterações recebidas aceites: {path},Входящие изменения приняты: {path},已接受传入更改：{path},已接受傳入變更：{path}
host,l10n/bundle.l10n.json,Accepted yours for {path},,,Accepted yours for {path},"Extension-host runtime prompt, progress, confirmation action, or notification.",{path},Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,Eigene Änderung für {path} übernommen.,Cambios actuales aceptados para {path},Modifications actuelles acceptées pour {path},{path} の現在の変更を採用しました,{path}에 현재 변경 사항을 적용했습니다,Zaakceptowano bieżące zmiany dla {path},Alterações atuais aceitas para {path},Alterações atuais aceites para {path},Текущие изменения для {path} приняты,已接受 {path} 的当前更改,已接受 {path} 的目前變更
host,l10n/bundle.l10n.json,Accepted yours: {path},,,Accepted yours: {path},"Extension-host runtime prompt, progress, confirmation action, or notification.",{path},Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,Eigene Änderung übernommen: {path},Cambios actuales aceptados: {path},Modifications actuelles acceptées : {path},現在の変更を採用しました: {path},현재 변경 사항 적용: {path},Zaakceptowano bieżące zmiany: {path},Alterações atuais aceitas: {path},Alterações atuais aceites: {path},Текущие изменения приняты: {path},已接受当前更改：{path},已接受目前變更：{path}
host,l10n/bundle.l10n.json,Accepting theirs for {path}...,,,Accepting theirs for {path}...,"Extension-host runtime prompt, progress, confirmation action, or notification.",{path},Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,Eingehende Änderung für {path} wird übernommen...,Aceptando cambios entrantes para {path}...,Acceptation des modifications entrantes pour {path}...,{path} の受信側の変更を採用しています...,{path}에 수신 변경 사항 적용 중...,Akceptowanie przychodzących zmian dla {path}...,Aceitando alterações recebidas para {path}...,A aceitar alterações recebidas para {path}...,Принятие входящих изменений для {path}...,正在接受 {path} 的传入更改...,正在接受 {path} 的傳入變更...
host,l10n/bundle.l10n.json,Accepting yours for {path}...,,,Accepting yours for {path}...,"Extension-host runtime prompt, progress, confirmation action, or notification.",{path},Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,Eigene Änderung für {path} wird übernommen...,Aceptando cambios actuales para {path}...,Acceptation des modifications actuelles pour {path}...,{path} の現在の変更を採用しています...,{path}에 현재 변경 사항 적용 중...,Akceptowanie bieżących zmian dla {path}...,Aceitando alterações atuais para {path}...,A aceitar alterações atuais para {path}...,Принятие текущих изменений для {path}...,正在接受 {path} 的当前更改...,正在接受 {path} 的目前變更...
host,l10n/bundle.l10n.json,Alternate merge parent.,,,Alternate merge parent.,"Extension-host runtime prompt, progress, confirmation action, or notification.",,Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,Alternativer Zusammenführungs-Elternteil.,Padre de fusión alternativo.,Parent de fusion alternatif.,代替マージ親。,대체 병합 부모.,Alternatywny rodzic scalania.,Pai de mesclagem alternativo.,Pai de mesclagem alternativo.,Альтернативный родительский элемент слияния.,备选合并父级。,備選合併父級。
host,l10n/bundle.l10n.json,Applied selected change from {short} for {path}.,,,Applied selected change from {short} for {path}.,"Extension-host runtime prompt, progress, confirmation action, or notification.",{short} {path},Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,Die ausgewählte Änderung von {short} für {path} wurde angewendet.,Se aplicó el cambio seleccionado de {short} para {path}.,Modification sélectionnée appliquée à partir de {short} pour {path}.,{short} から選択した変更を {path} に適用しました。,{short}에서 {path}로 선택한 변경 사항을 적용했습니다.,Zastosowano wybraną zmianę z {short} dla {path}.,Aplicou-se a alteração selecionada de {short} para {path}.,Aplicou-se a alteração selecionada de {short} para {path}.,Применено выбранное изменение из {short} для {path}.,已将 {short} 中的选定更改应用于 {path}。,已將 {short} 中的選定變更套用至 {path}。
